,utc_timestamp,local_timestamp,caid,id_type,location_name,top_category,sub_category,street_address,city,state,naics_code,brands,zip_code,minimum_dwell,safegraph_place_id,geohash_5,census_block_group,placekey
727,1672535279,1672517279,369a600485879ba4b14a81e5db7638d955618f0edf12c20f8c9cfd1329e78d7d,aaid,home,,,,tallahassee,florida,,,32304,697.0,home,djkj3,120730021032,
728,1672534501,1672516501,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,22.0,home,drt9c,250092103003,
729,1672539884,1672521884,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,44.0,home,drt9c,250092103003,
730,1672549001,1672531001,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,32.0,home,drt9c,250092103003,
731,1672552349,1672534349,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,54.0,home,drt9c,250092103003,
732,1672559689,1672541689,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,61.0,home,drt9c,250092103003,
733,1672573051,1672555051,cb1e41ad9ea34ba671aa5a7d94c0d3fc6dd2375d96c17f4c0adfd6bb70e19140,aaid,home,,,,peabody,massachusetts,,,01960,78.0,home,drt9c,250092103003,
734,1672563156,1672541556,176b463d9e82f0db8bbba3410b83908b77728ff4a0e481fbc0b423452cdc52bd,aaid,home,,,,little elm,texas,,,75068,13.0,home,9vghc,481210201081,
735,1672546379,1672528379,b74c9bc7de8e00bf415e3e5a9d494dc42b86ba343fcdf07e3b921d3797dc7bec,aaid,home,,,,bel air north,maryland,,,21014,13.0,home,dr18y,240253035022,
736,1672565938,1672547938,b74c9bc7de8e00bf415e3e5a9d494dc42b86ba343fcdf07e3b921d3797dc7bec,aaid,home,,,,bel air north,maryland,,,21014,14.0,home,dr18y,240253035022,
